"","seqnames","start","end","width","strand","type","gene","locus_tag","old_locus_tag","loctype","pseudo","gene_synonym","gene_id","product"
"2338","Tohama I",1617553,1621044,3492,"+","gene","dnaE","BP_RS11680",BP2332,"normal",FALSE,NA,"BP_RS11680","DNA polymerase III subunit alpha"
"2339","Tohama I",1616516,1617442,927,"-","gene","lpxO","BP_RS11685",BP2333,"normal",FALSE,NA,"BP_RS11685","lipid A hydroxylase LpxO"
"2340","Tohama I",1612500,1616384,3885,"+","gene","hrpA","BP_RS11690",BP2334,"normal",FALSE,NA,"BP_RS11690","ATP-dependent RNA helicase HrpA"
"2341","Tohama I",1610964,1612367,1404,"-","gene","argA","BP_RS11695",BP2335,"normal",FALSE,NA,"BP_RS11695","amino-acid N-acetyltransferase"
"2342","Tohama I",1610618,1610890,273,"-","gene",NA,"BP_RS11700",BP2336,"normal",FALSE,NA,"BP_RS11700","oxidative damage protection protein"
"2343","Tohama I",1608684,1610564,1881,"-","gene",NA,"BP_RS11705",BP2337,"normal",FALSE,NA,"BP_RS11705","DUF756 domain-containing protein"
"2344","Tohama I",1607891,1608670,780,"+","gene","phoU","BP_RS11710",BP2338,"normal",FALSE,NA,"BP_RS11710","phosphate signaling complex protein PhoU"
"2345","Tohama I",1607056,1607736,681,"+","gene","rpiA","BP_RS11715",BP2339,"normal",FALSE,NA,"BP_RS11715","ribose-5-phosphate isomerase RpiA"
"2346","Tohama I",1605344,1607002,1659,"+","gene",NA,"BP_RS11720",BP2340,"normal",FALSE,NA,"BP_RS11720","isovaleryl-CoA dehydrogenase"
"2347","Tohama I",1603849,1605264,1416,"+","gene","rmuC","BP_RS11725",BP2341,"normal",FALSE,NA,"BP_RS11725","DNA recombination protein RmuC"
"2348","Tohama I",1603064,1603723,660,"-","gene",NA,"BP_RS11730",BP2342,"normal",FALSE,NA,"BP_RS11730","PhoP regulatory network YrbL family protein"
"2349","Tohama I",1602340,1603056,717,"+","gene",NA,"BP_RS11735",BP2343,"normal",FALSE,NA,"BP_RS11735","DNA-3-methyladenine glycosylase"
"2350","Tohama I",1601979,1602335,357,"+","gene",NA,"BP_RS11740",BP2344,"normal",FALSE,NA,"BP_RS11740","arsenate reductase"
"2351","Tohama I",1601173,1601982,810,"+","gene",NA,"BP_RS11745",BP2345,"normal",FALSE,NA,"BP_RS11745","ABC transporter permease subunit"
"2352","Tohama I",1600262,1601176,915,"+","gene",NA,"BP_RS11750",BP2346,"normal",FALSE,NA,"BP_RS11750","ABC transporter permease subunit"
"2353","Tohama I",1599138,1600265,1128,"+","gene","potA","BP_RS11755",BP2347,"normal",FALSE,NA,"BP_RS11755","polyamine ABC transporter ATP-binding protein"
"2354","Tohama I",1598028,1599131,1104,"+","gene",NA,"BP_RS11760",BP2348,"normal",FALSE,NA,"BP_RS11760","polyamine ABC transporter substrate-bindingprotein"
"2355","Tohama I",1597162,1597896,735,"+","gene",NA,"BP_RS11765",BP2349,"normal",FALSE,NA,"BP_RS11765","3-deoxy-D-manno-octulosonic acid kinase"
"2356","Tohama I",1596747,1597172,426,"+","gene",NA,"BP_RS11770",BP2350,"normal",FALSE,NA,"BP_RS11770","group II truncated hemoglobin"
"2357","Tohama I",1594204,1596747,2544,"+","gene",NA,"BP_RS11775",BP2351,"normal",FALSE,NA,"BP_RS11775","FtsX-like permease family protein"
"2358","Tohama I",1593115,1594089,975,"-","gene",NA,"BP_RS11780",BP2352,"normal",FALSE,NA,"BP_RS11780","TRAP transporter substrate-binding protein DctP"
"2359","Tohama I",1592529,1593029,501,"-","gene",NA,"BP_RS11785",BP2353,"normal",FALSE,NA,"BP_RS11785","TRAP transporter small permease"
"2360","Tohama I",1591211,1592488,1278,"-","gene",NA,"BP_RS11790",BP2354,"normal",FALSE,NA,"BP_RS11790","TRAP transporter large permease"
"2361","Tohama I",1590162,1591112,951,"-","gene",NA,"BP_RS11795",BP2355,"normal",FALSE,NA,"BP_RS11795","IS481-like element IS481 family transposase"
"2362","Tohama I",1588994,1590146,1153,"+","gene",NA,"BP_RS11800",BP2356,"normal",TRUE,NA,"BP_RS11800","hypothetical protein"
"2363","Tohama I",1587634,1588944,1311,"+","gene",NA,"BP_RS11805",BP2358,"normal",FALSE,NA,"BP_RS11805","citrate synthase"
"2364","Tohama I",1587353,1587613,261,"+","gene",NA,"BP_RS11810",BP2359,"normal",FALSE,NA,"BP_RS11810","succinate dehydrogenase assembly factor 2"
"2365","Tohama I",1586611,1587327,717,"+","gene",NA,"BP_RS11815",BP2360,"normal",FALSE,NA,"BP_RS11815","succinate dehydrogenase iron-sulfur subunit"
"2366","Tohama I",1584820,1586598,1779,"+","gene",NA,"BP_RS11820",BP2361,"normal",FALSE,NA,"BP_RS11820","succinate dehydrogenase flavoprotein subunit"
"2367","Tohama I",1584433,1584816,384,"+","gene","sdhD","BP_RS11825",BP2362,"normal",FALSE,NA,"BP_RS11825","succinate dehydrogenase, hydrophobic membraneanchor protein"
"2368","Tohama I",1584020,1584433,414,"+","gene","sdhC","BP_RS11830",BP2363,"normal",FALSE,NA,"BP_RS11830","succinate dehydrogenase, cytochrome b556subunit"
"2369","Tohama I",1583116,1583895,780,"+","gene",NA,"BP_RS11835",BP2364,"normal",FALSE,NA,"BP_RS11835","GntR family transcriptional regulator"
"2370","Tohama I",1581838,1582827,990,"-","gene",NA,"BP_RS11840",BP2365,"normal",FALSE,NA,"BP_RS11840","malate dehydrogenase"
"2371","Tohama I",1580681,1581576,896,"-","gene","prpB","BP_RS11845",BP2366,"normal",TRUE,NA,"BP_RS11845","methylisocitrate lyase"
"2372","Tohama I",1579405,1580607,1203,"-","gene","prpC","BP_RS11850",BP2368,"normal",FALSE,NA,"BP_RS11850","2-methylcitrate synthase"
"2373","Tohama I",1576692,1579286,2595,"-","gene","acnD","BP_RS11855",BP2369,"normal",FALSE,NA,"BP_RS11855","Fe/S-dependent 2-methylisocitrate dehydrataseAcnD"
"2374","Tohama I",1575445,1576635,1191,"-","gene","prpF","BP_RS11860",BP2370,"normal",FALSE,NA,"BP_RS11860","2-methylaconitate cis-trans isomerase PrpF"
"2375","Tohama I",1573970,1575427,1458,"-","gene",NA,"BP_RS11865",BP2371,"normal",FALSE,NA,"BP_RS11865","bifunctional 2-methylcitratedehydratase/aconitate hydratase"
"2376","Tohama I",1573478,1573900,423,"-","gene",NA,"BP_RS11870",BP2372,"normal",FALSE,NA,"BP_RS11870","CopD family protein"
"2377","Tohama I",1572057,1573448,1392,"-","gene",NA,"BP_RS11875",BP2373,"normal",FALSE,NA,"BP_RS11875","DNA methyltransferase"
"2378","Tohama I",1571661,1571843,183,"-","gene",NA,"BP_RS11880",BP2374,"normal",FALSE,NA,"BP_RS11880","hypothetical protein"
"2379","Tohama I",1571028,1571528,501,"-","gene",NA,"BP_RS11885",BP2375,"normal",TRUE,NA,"BP_RS11885","RDD family protein"
"2380","Tohama I",1570061,1570933,873,"-","gene",NA,"BP_RS11890",BP2376,"normal",FALSE,NA,"BP_RS11890","UDP-2,3-diacylglucosamine diphosphatase"
"2381","Tohama I",1568259,1569923,1665,"-","gene",NA,"BP_RS11895",BP2377,"normal",FALSE,NA,"BP_RS11895","AMP-binding protein"
"2382","Tohama I",1567726,1568247,522,"-","gene",NA,"BP_RS11900",BP2378,"normal",FALSE,NA,"BP_RS11900","gamma carbonic anhydrase family protein"
"2383","Tohama I",1566762,1567676,915,"-","gene","hslO","BP_RS11905",BP2379,"normal",FALSE,NA,"BP_RS11905","Hsp33 family molecular chaperone HslO"
"2384","Tohama I",1565933,1566685,753,"-","gene",NA,"BP_RS11910",BP2380,"normal",FALSE,NA,"BP_RS11910","hypothetical protein"
"2385","Tohama I",1565554,1565955,402,"+","gene",NA,"BP_RS11915",BP2381,"normal",FALSE,NA,"BP_RS11915","cupin domain-containing protein"
"2386","Tohama I",1565050,1565529,480,"+","gene",NA,"BP_RS11920",BP2382,"normal",FALSE,NA,"BP_RS11920","carboxymuconolactone decarboxylase familyprotein"
"2387","Tohama I",1564245,1565000,756,"+","gene",NA,"BP_RS11925",BP2383,"normal",FALSE,NA,"BP_RS11925","SDR family oxidoreductase"
"2388","Tohama I",1562481,1564046,1566,"-","gene",NA,"BP_RS11930",BP2384,"normal",FALSE,NA,"BP_RS11930","winged helix-turn-helix domain-containingprotein"
"2389","Tohama I",1562057,1562413,357,"+","gene","ftsB","BP_RS11935",BP2385,"normal",FALSE,NA,"BP_RS11935","cell division protein FtsB"
"2390","Tohama I",1560689,1561975,1287,"+","gene","eno","BP_RS11940",BP2386,"normal",FALSE,NA,"BP_RS11940","phosphopyruvate hydratase"
"2391","Tohama I",1560399,1560683,285,"+","gene",NA,"BP_RS11945",BP2387,"normal",FALSE,NA,"BP_RS11945","DUF1330 domain-containing protein"
"2392","Tohama I",1559532,1560389,858,"+","gene","kdsA","BP_RS11950",BP2388,"normal",FALSE,NA,"BP_RS11950","3-deoxy-8-phosphooctulonate synthase"
"2393","Tohama I",1557883,1559535,1653,"+","gene",NA,"BP_RS11955",BP2389,"normal",FALSE,NA,"BP_RS11955","CTP synthase"
"2394","Tohama I",1556851,1557801,951,"+","gene",NA,"BP_RS11960",BP2390,"normal",FALSE,NA,"BP_RS11960","IS481-like element IS481 family transposase"
"2395","Tohama I",1554819,1556618,1800,"+","gene",NA,"BP_RS11965",BP2391,"normal",FALSE,NA,"BP_RS11965","aminopeptidase P family protein"
"2396","Tohama I",1554006,1554810,805,"+","gene",NA,"BP_RS11970",BP2392,"normal",TRUE,NA,"BP_RS11970","M55 family metallopeptidase"
"2397","Tohama I",1552831,1553979,1149,"+","gene",NA,"BP_RS11975",BP2393,"normal",FALSE,NA,"BP_RS11975","P1 family peptidase"
"2398","Tohama I",1551914,1552813,900,"+","gene","gsiD","BP_RS11980",BP2394,"normal",FALSE,NA,"BP_RS11980","glutathione ABC transporter permease GsiD"
"2399","Tohama I",1550986,1551906,921,"+","gene","gsiC","BP_RS11985",BP2395,"normal",FALSE,NA,"BP_RS11985","glutathione ABC transporter permease GsiC"
"2400","Tohama I",1549371,1550924,1554,"+","gene","gsiB","BP_RS11990",BP2396,"normal",FALSE,NA,"BP_RS11990","glutathione ABC transporter substrate-bindingprotein GsiB"
"2401","Tohama I",1547399,1549300,1902,"+","gene",NA,"BP_RS11995",BP2397,"normal",FALSE,NA,"BP_RS11995","dipeptide ABC transporter ATP-binding protein"
"2402","Tohama I",1546374,1547354,981,"+","gene",NA,"BP_RS12000",BP2398,"normal",FALSE,NA,"BP_RS12000","isoaspartyl peptidase/L-asparaginase"
"2403","Tohama I",1545493,1546377,885,"+","gene",NA,"BP_RS12005",BP2399,"normal",FALSE,NA,"BP_RS12005","MurR/RpiR family transcriptional regulator"
"2404","Tohama I",1544616,1545269,654,"+","gene",NA,"BP_RS12010",BP2400,"normal",FALSE,NA,"BP_RS12010","CoA transferase subunit B"
"2405","Tohama I",1543906,1544603,698,"+","gene",NA,"BP_RS12015",BP2401,"normal",TRUE,NA,"BP_RS12015","CoA transferase subunit A"
"2406","Tohama I",1543353,1543802,450,"+","gene",NA,"BP_RS12020",BP2402,"normal",FALSE,NA,"BP_RS12020","acyl-CoA thioesterase"
"2407","Tohama I",1541597,1543243,1647,"-","gene",NA,"BP_RS12025",BP2403,"normal",FALSE,NA,"BP_RS12025","electron transfer flavoprotein-ubiquinoneoxidoreductase"
"2408","Tohama I",1540615,1541499,885,"-","gene",NA,"BP_RS12030",BP2404,"normal",FALSE,NA,"BP_RS12030","NAD-dependent epimerase/dehydratase familyprotein"
"2409","Tohama I",1539470,1540618,1149,"-","gene",NA,"BP_RS12035",BP2405,"normal",FALSE,NA,"BP_RS12035","cytochrome P450"
"2410","Tohama I",1539111,1539473,363,"-","gene",NA,"BP_RS12040",BP2406,"normal",FALSE,NA,"BP_RS12040","antibiotic biosynthesis monooxygenase"
"2411","Tohama I",1538078,1539097,1020,"+","gene","ltaE","BP_RS12045",BP2407,"normal",FALSE,NA,"BP_RS12045","low-specificity L-threonine aldolase"
"2412","Tohama I",1537166,1538056,891,"+","gene",NA,"BP_RS12050",BP2408,"normal",FALSE,NA,"BP_RS12050","EamA family transporter"
"2413","Tohama I",1535041,1537020,1980,"+","gene","acs","BP_RS12055",BP2409,"normal",FALSE,NA,"BP_RS12055","acetate--CoA ligase"
"2414","Tohama I",1533491,1534829,1339,"+","gene",NA,"BP_RS12060",BP2410,"normal",TRUE,NA,"BP_RS12060","MFS transporter"
"2415","Tohama I",1533087,1533494,408,"+","gene",NA,"BP_RS12065",BP2411,"normal",FALSE,NA,"BP_RS12065","heme-binding protein"
"2416","Tohama I",1531199,1533090,1892,"+","gene",NA,"BP_RS12070",BP2412,"normal",TRUE,NA,"BP_RS12070","propionate--CoA ligase"
"2417","Tohama I",1530307,1530966,660,"-","gene",NA,"BP_RS12075",BP2413,"normal",FALSE,NA,"BP_RS12075","C40 family peptidase"
"2418","Tohama I",1529861,1530202,342,"+","gene",NA,"BP_RS12080",BP2414,"normal",FALSE,NA,"BP_RS12080","DUF2325 domain-containing protein"
"2419","Tohama I",1528602,1529552,951,"-","gene",NA,"BP_RS12085",BP2415,"normal",FALSE,NA,"BP_RS12085","IS481-like element IS481 family transposase"
"2420","Tohama I",1527652,1528605,954,"+","gene",NA,"BP_RS12090",BP2416,"normal",FALSE,NA,"BP_RS12090","CysB family HTH-type transcriptional regulator"
"2421","Tohama I",1526086,1527552,1467,"+","gene",NA,"BP_RS12095",BP2417,"normal",FALSE,NA,"BP_RS12095","CoA-acylating methylmalonate-semialdehydedehydrogenase"
"2422","Tohama I",1524756,1525973,1218,"+","gene",NA,"BP_RS12100",BP2418,"normal",FALSE,NA,"BP_RS12100","ABC transporter substrate-binding protein"
"2423","Tohama I",1523696,1524616,921,"-","gene",NA,"BP_RS12105",BP2419,"normal",FALSE,NA,"BP_RS12105","LysR family transcriptional regulator"
"2424","Tohama I",1522587,1523699,1113,"+","gene","lptF","BP_RS12110",BP2420,"normal",FALSE,NA,"BP_RS12110","LPS export ABC transporter permease LptF"
"2425","Tohama I",1521034,1522533,1500,"-","gene",NA,"BP_RS12115",BP2421,"normal",FALSE,NA,"BP_RS12115","leucyl aminopeptidase"
"2426","Tohama I",1520561,1521016,456,"-","gene",NA,"BP_RS12120",BP2422,"normal",FALSE,NA,"BP_RS12120","DNA polymerase III subunit chi"
"2427","Tohama I",1520204,1520530,327,"-","gene",NA,"BP_RS12125",BP2423,"normal",FALSE,NA,"BP_RS12125","hypothetical protein"
"2428","Tohama I",1519395,1520105,711,"-","gene",NA,"BP_RS12130",BP2424,"normal",FALSE,NA,"BP_RS12130","Bax inhibitor-1/YccA family protein"
"2429","Tohama I",1518260,1519333,1074,"-","gene",NA,"BP_RS12135",BP2425,"normal",FALSE,NA,"BP_RS12135","tripartite tricarboxylate transporter substratebinding protein"
"2430","Tohama I",1517294,1518163,870,"-","gene",NA,"BP_RS12140",BP2426,"normal",FALSE,NA,"BP_RS12140","succinylglutamate desuccinylase/aspartoacylasefamily protein"
"2431","Tohama I",1516137,1517084,948,"-","gene",NA,"BP_RS19595",BP2427A,"normal",TRUE,NA,"BP_RS19595","IS481 family transposase"
"2432","Tohama I",1515141,1516136,996,"-","gene",NA,"BP_RS19600",BP2427,"normal",TRUE,NA,"BP_RS19600","pyridoxal-phosphate dependent enzyme"
"2433","Tohama I",1514224,1515144,921,"+","gene",NA,"BP_RS12150",BP2428,"normal",FALSE,NA,"BP_RS12150","LysR family transcriptional regulator"
"2434","Tohama I",1513617,1514204,588,"+","gene","recO","BP_RS12155",BP2429,"normal",FALSE,NA,"BP_RS12155","DNA repair protein RecO"
"2435","Tohama I",1512734,1513624,891,"+","gene","era","BP_RS12160",BP2430,"normal",FALSE,NA,"BP_RS12160","GTPase Era"
"2436","Tohama I",1511976,1512737,762,"+","gene","rnc","BP_RS12165",BP2431,"normal",FALSE,NA,"BP_RS12165","ribonuclease III"
"2437","Tohama I",1511086,1511970,885,"+","gene","lepB","BP_RS12170",BP2432,"normal",FALSE,NA,"BP_RS12170","signal peptidase I"
"2438","Tohama I",1509270,1511063,1794,"+","gene","lepA","BP_RS12175",BP2433,"normal",FALSE,NA,"BP_RS12175","translation elongation factor 4"
"2439","Tohama I",1507652,1509139,1488,"+","gene",NA,"BP_RS12180",BP2434,"normal",FALSE,NA,"BP_RS12180","DegQ family serine endoprotease"
"2440","Tohama I",1506556,1507614,1059,"+","gene",NA,"BP_RS12185",BP2435,"normal",FALSE,NA,"BP_RS12185","MucB/RseB C-terminal domain-containing protein"
"2441","Tohama I",1506056,1506556,501,"+","gene",NA,"BP_RS12190",BP2436,"normal",FALSE,NA,"BP_RS12190","sigma-E factor negative regulatory protein"
"2442","Tohama I",1505444,1506043,600,"+","gene","rpoE","BP_RS12195",BP2437,"normal",FALSE,NA,"BP_RS12195","RNA polymerase sigma factor RpoE"
"2443","Tohama I",1504947,1505447,501,"+","gene",NA,"BP_RS12200",BP2438,"normal",FALSE,NA,"BP_RS12200","membrane protein"
"2444","Tohama I",1503716,1504945,1230,"+","gene","fabF","BP_RS12205",BP2439,"normal",FALSE,NA,"BP_RS12205","beta-ketoacyl-ACP synthase II"
"2445","Tohama I",1503287,1503526,240,"+","gene","acpP","BP_RS12210",BP2440,"normal",FALSE,NA,"BP_RS12210","acyl carrier protein"
"2446","Tohama I",1502352,1503104,753,"+","gene","fabG","BP_RS12215",BP2441,"normal",FALSE,NA,"BP_RS12215","3-oxoacyl-ACP reductase FabG"
"2447","Tohama I",1501415,1502350,936,"+","gene","fabD","BP_RS12220",BP2442,"normal",FALSE,NA,"BP_RS12220","ACP S-malonyltransferase"
"2448","Tohama I",1500347,1501333,987,"+","gene",NA,"BP_RS12225",BP2443,"normal",FALSE,NA,"BP_RS12225","ketoacyl-ACP synthase III"
"2449","Tohama I",1499289,1500347,1059,"+","gene","plsX","BP_RS12230",BP2444,"normal",FALSE,NA,"BP_RS12230","phosphate acyltransferase PlsX"
"2450","Tohama I",1499050,1499232,183,"+","gene","rpmF","BP_RS12235",BP2445,"normal",FALSE,NA,"BP_RS12235","50S ribosomal protein L32"
"2451","Tohama I",1498405,1498998,594,"+","gene",NA,"BP_RS12240",BP2446,"normal",FALSE,NA,"BP_RS12240","DUF177 domain-containing protein"
"2452","Tohama I",1497697,1498296,600,"-","gene","maf","BP_RS12245",BP2447,"normal",FALSE,NA,"BP_RS12245","septum formation protein Maf"
"2453","Tohama I",1496990,1497700,711,"-","gene",NA,"BP_RS12250",BP2448,"normal",FALSE,NA,"BP_RS12250","SAM-dependent methyltransferase"
"2454","Tohama I",1496161,1496988,828,"-","gene",NA,"BP_RS12255",BP2449,"normal",FALSE,NA,"BP_RS12255","N-acetylmuramoyl-L-alanine amidase"
"2455","Tohama I",1494351,1496039,1689,"-","gene",NA,"BP_RS12260",BP2450,"normal",TRUE,NA,"BP_RS12260","FUSC family protein"
"2456","Tohama I",1493103,1494344,1242,"+","gene",NA,"BP_RS12265",BP2451,"normal",FALSE,NA,"BP_RS12265","MFS transporter"
"2457","Tohama I",1492318,1493091,774,"+","gene","yaaA","BP_RS12270",BP2452,"normal",FALSE,NA,"BP_RS12270","peroxide stress protein YaaA"
"2458","Tohama I",1491341,1492291,951,"+","gene",NA,"BP_RS12275",BP2453,"normal",FALSE,NA,"BP_RS12275","IS481-like element IS481 family transposase"
"2459","Tohama I",1490460,1491242,783,"+","gene",NA,"BP_RS12280",BP2454,"normal",FALSE,NA,"BP_RS12280","3-hydroxybutyrate dehydrogenase"
"2460","Tohama I",1489145,1490371,1227,"+","gene",NA,"BP_RS12285",BP2455,"normal",FALSE,NA,"BP_RS12285","cation:proton antiporter"
"2461","Tohama I",1488816,1488905,90,"-","gene",NA,"BP_RS12290",BPt33,"normal",FALSE,NA,"BP_RS12290",NA
"2462","Tohama I",1487034,1488419,1386,"-","gene","alcA","BP_RS12295",BP2456,"normal",FALSE,NA,"BP_RS12295","alcaligin siderophore biosynthesis protein AlcA"
"2463","Tohama I",1486410,1487015,606,"-","gene","alcB","BP_RS12300",BP2457,"normal",FALSE,NA,"BP_RS12300","alcaligin siderophore biosynthesis protein AlcB"
"2464","Tohama I",1484557,1486413,1857,"-","gene","alcC","BP_RS12305",BP2458,"normal",FALSE,NA,"BP_RS12305","alcaligin siderophore biosynthesis protein AlcC"
"2465","Tohama I",1483760,1484560,801,"-","gene","alcD","BP_RS12310",BP2459,"normal",FALSE,NA,"BP_RS12310","alcaligin siderophore biosynthesis protein AlcD"
"2466","Tohama I",1482552,1483745,1194,"-","gene","alcE","BP_RS12315",BP2460,"normal",FALSE,NA,"BP_RS12315","alcaligin siderophore biosynthesis protein AlcE"
"2467","Tohama I",1481510,1482484,975,"-","gene","alcR","BP_RS12320",BP2461,"normal",FALSE,NA,"BP_RS12320","alcaligin siderophore biosynthesistranscriptional regulator AlcR"
"2468","Tohama I",1480164,1481387,1224,"-","gene","bcr","BP_RS12325",BP2462,"normal",FALSE,alcS,"BP_RS12325","alcaligin siderophore export MFS transporterBcr"
"2469","Tohama I",1477849,1480053,2205,"-","gene","fauA","BP_RS12330",BP2463,"normal",FALSE,NA,"BP_RS12330","TonB-dependent alcaligin siderophore receptorFauA"
"2470","Tohama I",1476895,1477554,660,"-","gene",NA,"BP_RS12335",BP2464,"normal",FALSE,NA,"BP_RS12335","NAAT family transporter"
"2471","Tohama I",1476681,1476887,207,"+","gene",NA,"BP_RS12340",NA,"normal",FALSE,NA,"BP_RS12340","hypothetical protein"
"2472","Tohama I",1475587,1476342,756,"-","gene",NA,"BP_RS12345",BP2465,"normal",FALSE,NA,"BP_RS12345","GGDEF domain-containing protein"
"2473","Tohama I",1475410,1475571,162,"+","gene",NA,"BP_RS19550",BP2466,"normal",FALSE,NA,"BP_RS19550","hypothetical protein"
"2474","Tohama I",1474801,1475316,516,"-","gene",NA,"BP_RS12350",BP2467,"normal",FALSE,NA,"BP_RS12350","hypothetical protein"
"2475","Tohama I",1474211,1474528,318,"-","gene",NA,"BP_RS12355",BP2468,"normal",FALSE,NA,"BP_RS12355","virulence factor"
"2476","Tohama I",1473622,1474266,645,"-","gene",NA,"BP_RS19605",NA,"normal",FALSE,NA,"BP_RS19605","hypothetical protein"
"2477","Tohama I",1472141,1473496,1356,"+","gene","serS","BP_RS12365",BP2470,"normal",FALSE,NA,"BP_RS12365","serine--tRNA ligase"
"2478","Tohama I",1470754,1472094,1341,"+","gene",NA,"BP_RS12370",BP2471,"normal",FALSE,NA,"BP_RS12370","replication-associated recombination protein A"
"2479","Tohama I",1470020,1470652,633,"+","gene","lolA","BP_RS12375",BP2472,"normal",FALSE,NA,"BP_RS12375","outer membrane lipoprotein chaperone LolA"
"2480","Tohama I",1467660,1470020,2361,"+","gene",NA,"BP_RS12380",BP2473,"normal",FALSE,NA,"BP_RS12380","DNA translocase FtsK"
"2481","Tohama I",1466659,1467618,960,"-","gene","trxB","BP_RS12385",BP2474,"normal",FALSE,NA,"BP_RS12385","thioredoxin-disulfide reductase"
